Genome	Phylum	Class	Order	Family	Genus
ERR1018193_bin.2	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
ERR525865_bin.1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ERR1305894_bin.87	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR1018188_bin.89	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR688518_bin.35	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	NA
ERR1620299_bin.50	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR209563_bin.17	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
ERR414348_bin.67	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum
SRR1761715_bin.15	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ERR2013555_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR2047833_bin.18	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
SRR5558166_bin.58	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5032288_bin.86	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5056748_bin.44	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190963_bin.31	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5032278_bin.10	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
ERR525876_bin.25	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5275463_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR6028556_bin.15	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190919_bin.16	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127726_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
ERR1620321_bin.4	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR5127610_bin.13	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
SRR3993001_bin.26	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR3546778_bin.6	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia
ERR414234_bin.52	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1190873_bin.5	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
SRR5127498_bin.7	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ERR525759_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1018228_bin.78	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190576_bin.6	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR912037_bin.16	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2674235_bin.2	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5032307_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5056939_bin.39	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525989_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR589544_bin.45	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525889_bin.24	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
SRR5275395_bin.36	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414337_bin.26	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1018226_bin.60	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5963374_bin.23	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR209453_bin.40	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR1190885_bin.34	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
SRR5056748_bin.93	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ERR1190927_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1620349_bin.21	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	NA
SRR5279243_bin.26	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1305881_bin.83	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5056786_bin.84	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
SRR1761672_bin.31	Bacteroidetes	NA	NA	NA	NA
SRR6028280_bin.1	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ERR525908_bin.7	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127501_bin.31	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525884_bin.19	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
SRR5275479_bin.2	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
SRR341590_bin.10	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
SRR2912783_bin.46	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1578619_bin.63	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ERR414330_bin.19	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1305901_bin.42	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1912989_bin.19	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
SRR6028211_bin.4	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR6028196_bin.4	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1018207_bin.28	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
SRR3917697_bin.30	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Adlercreutzia
ERR011241_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
SRR5127526_bin.5	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR011192_bin.9	Tenericutes	Mollicutes	NA	NA	NA
SRR5558388_bin.21	Tenericutes	NA	NA	NA	NA
SRR5579983_bin.90	Tenericutes	NA	NA	NA	NA
ERR1018185_bin.81	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR911961_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5275441_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5275456_bin.21	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
SRR1761687_bin.58	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR6028623_bin.9	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR5275479_bin.22	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5963299_bin.23	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
SRR5279266_bin.8	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1620320_bin.20	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR3466404_bin.32	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus
SRR5056953_bin.20	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR1197013_bin.19	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3582173_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1305896_bin.6	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
ERR1913117_bin.32	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
ERR321167_bin.3	Spirochaetes	Spirochaetia	NA	NA	NA
SRR1196634_bin.19	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
SRR1197546_bin.3	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
ERR1293707_bin.3	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR589452_bin.25	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR414347_bin.28	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR4033063_bin.86	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5127749_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
DRR042316_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190549_bin.6	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1297707_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1620277_bin.40	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525735_bin.15	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR4423616_bin.3	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127421_bin.28	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127727_bin.31	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1018206_bin.15	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3132233_bin.1	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ERR321408_bin.11	Tenericutes	Mollicutes	NA	NA	NA
SRR341662_bin.23	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5558309_bin.102	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ERR526049_bin.12	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
SRR1761719_bin.14	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR526064_bin.43	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	NA
SRR2047828_bin.40	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR2155369_bin.7	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1018228_bin.33	Tenericutes	Mollicutes	NA	NA	NA
ERR209221_bin.15	Tenericutes	Mollicutes	NA	NA	NA
ERR1293593_bin.31	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR2912776_bin.44	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR3917587_bin.3	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5275432_bin.34	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR1297716_bin.14	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR589503_bin.6	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5275410_bin.24	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ERR1293686_bin.11	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR1913030_bin.11	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1620262_bin.9	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR525804_bin.50	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
SRR2912792_bin.20	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5127404_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR866599_bin.1	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
ERR1620274_bin.23	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
SRR1761717_bin.9	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ERR1620320_bin.48	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR414240_bin.44	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR209769_bin.23	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR1761713_bin.21	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5558392_bin.14	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR5032321_bin.42	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR911961_bin.28	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ERR1018274_bin.14	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
SRR4408011_bin.14	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus
ERR414422_bin.21	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR2726136_bin.31	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
SRR3992979_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
ERR525865_bin.5	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
SRR4481807_bin.9	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ERR1305892_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR011237_bin.1	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1190645_bin.8	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
SRR1761673_bin.37	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ERR1620280_bin.28	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Sanguibacteroides
ERR526008_bin.26	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
SRR4481738_bin.49	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR5579955_bin.50	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1912987_bin.39	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR1927149_bin.18	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR5056808_bin.95	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
SRR341666_bin.38	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR1761695_bin.45	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1190954_bin.62	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190849_bin.47	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR341678_bin.3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR2912787_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5077148_bin.17	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5091590_bin.32	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127433_bin.7	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127549_bin.19	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5279288_bin.54	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525813_bin.42	Tenericutes	NA	NA	NA	NA
ERR911961_bin.38	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR5963240_bin.13	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	Anaerococcus
SRR5127461_bin.3	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5057034_bin.63	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1305903_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414320_bin.25	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5050586_bin.21	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1293928_bin.16	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR6028332_bin.7	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
ERR1018233_bin.63	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ERR970273_bin.2	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ERR1620320_bin.7	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ERR1297766_bin.29	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR3582177_bin.20	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR526073_bin.39	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
SRR3993006_bin.20	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
SRR5032283_bin.53	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
ERR505088_bin.23	Tenericutes	NA	NA	NA	NA
SRR5056929_bin.85	Tenericutes	NA	NA	NA	NA
ERR1190646_bin.18	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
DRR042365_bin.34	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR688514_bin.48	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR011209_bin.1	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR4408228_bin.21	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5580035_bin.9	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1620279_bin.6	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR505084_bin.50	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR321346_bin.18	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR589857_bin.39	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR011095_bin.1	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR4444801_bin.22	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5056906_bin.71	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR341655_bin.19	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
ERR525959_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter
SRR5580103_bin.48	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
ERR1620320_bin.42	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5279229_bin.19	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ERR526024_bin.6	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR6054470_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3993004_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella
ERR526027_bin.40	Tenericutes	NA	NA	NA	NA
ERR1305895_bin.68	Tenericutes	Mollicutes	NA	NA	NA
SRR5275454_bin.27	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1190896_bin.14	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
DRR042328_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
DRR042420_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190852_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190925_bin.70	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190974_bin.78	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3736984_bin.16	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5579964_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR589578_bin.21	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR1620306_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
ERR1297797_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ERR414445_bin.16	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525733_bin.59	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
SRR2912799_bin.35	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127565_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1018226_bin.26	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR769527_bin.22	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
SRR5558397_bin.7	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
SRR4481738_bin.38	Verrucomicrobia	Opitutae	Opitutales	NA	NA
SRR5580103_bin.78	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
SRR2155387_bin.7	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1305881_bin.7	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
ERR414279_bin.17	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ERR1620319_bin.10	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
SRR3993017_bin.41	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
SRR5056662_bin.34	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
ERR209886_bin.11	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1190934_bin.74	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
ERR1293740_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1620259_bin.27	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
SRR4481704_bin.22	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5275456_bin.26	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
ERR1190964_bin.38	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5275454_bin.18	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR525812_bin.6	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
ERR1913009_bin.43	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	NA
SRR5127444_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1197635_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
ERR1190823_bin.68	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
SRR6028214_bin.6	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5558198_bin.37	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR5057111_bin.2	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
ERR525961_bin.2	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1305894_bin.14	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR5106307_bin.24	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus
ERR1190910_bin.59	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
SRR2912784_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR6028457_bin.15	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1018185_bin.14	Tenericutes	NA	NA	NA	NA
ERR209470_bin.16	Firmicutes	NA	NA	NA	NA
SRR1761721_bin.8	Tenericutes	NA	NA	NA	NA
ERR1190589_bin.73	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	NA
SRR5558127_bin.16	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ERR1620321_bin.6	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus
ERR1913113_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1293611_bin.16	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1913046_bin.9	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ERR525748_bin.7	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
